Course Subject,Course Number,Course Name,Course Description,See Also
MIAE ,313,       Machine Drawing and Design (3.5 credits),"Prerequisite: MECH 211 or MIAE 211. This course is an introduction to engi­neering design and design process. The following topics are covered: problem definition, solution formulation, model development and collaboration aspects of design process; the use of drawings and other graphical methods in the process of engineering design; industrial standards and specifications, design of fits, linear and geometrical tolerances. Design projects based on design philosophies will involve design and selection of many standard machine com­ponents like mechanical drives, cams, clutches, couplings, brakes, seals, fasteners, springs, and bearings. Drawing representation of standard components is also covered. Design projects are an integral part of this course. Lectures: three hours per week. Tutorial: two hours per week. Laboratory: 12 hours total.
NOTE: Students who have received credit for MECH 313 may not take this course for credit.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
MIAE, 380,       Product Design and Development (3 credits),"Prerequisite: MECH 211 or MIAE 211. This course focuses on development processes and organizations, product planning, identifying customer needs, product specifications, concept generation, concept selection, concept testing, product architecture, industrial design, design for manufacturing, prototyping robust design, patents and intellectual property. Lectures: three hours per week.
NOTE: Students who have received credit for AERO 444 or INDU 440 may not take this course for credit.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
ACTT ,201,        Introduction to Acting I (3 credits),"This course emphasizes the development of imagination and physical expression, including the basics of improvisation, the playing of intention, and the group ensemble experience working towards presentation.
NOTE: Students who have received credit for TPER 201 may not take this course for credit.
NOTE: Students enrolled in this course are required to pay a production fee.
NOTE: Students enrolled in a specialization program in the Department of Theatre may not take this course for credit.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
ACTT, 202,        Introduction to Acting II (3 credits),"Prerequisite: ACTT 201 or written permission of the Department of Theatre. This course builds on skills previously acquired in the area of playing intention and group ensemble, emphasizing the development of skills pertaining to language, character, and text.
NOTE: Students who have received credit for TPER 202 or for this topic under a TPER 298 number may not take this course for credit.
NOTE: Students enrolled in this course are required to pay a production fee.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
ACTT, 209,        The Engaged Theatre Artist (3 credits),"Prerequisite: Enrolment in a specialization in the Department of Theatre or written permission of the Department. This studio course is designed to bring together students from all of the Department’s specializations to explore basic skills and principles of performance creation and acting for the theatre. The course combines theoretical readings and practical explorations relating to diverse perspectives on an artist’s role in society.
NOTE: Students who have received credit for PERC 209, TDEV 209, or TPER 209 may not take this course for credit.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
ACTT, 210,        Scene Study I (3 credits),"Prerequisite: ACTT 209 or PERC 209 or written permission of the Department of Theatre. This studio course places increased emphasis on movement, voice, and text interpretation, working in a realistic style of physical actions such as Stanislavski’s work on embodiment. The course offers foundational principles for creating a role, with focus on contemporary and early modern realistic dramatic texts.
NOTE: Students who have received credit for TPER 210 may not take this course for credit.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
ACTT, 211,        Voice and Movement for the Stage I (3 credits),"Prerequisite: Enrolment in the Specialization in Acting for the Theatre or written permission of the Department of Theatre. This studio course cultivates the expressive potential of the actor’s instrument: the body, voice, and imagination. It aims to hone the basic tools of physical and of vocal expression. Students practise applying these tools in études, poetry performances, and scenes.
NOTE: Students who have received credit for TPER 231 may not take this course for credit.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
ACTT, 231,        Ensemble I (3 credits),"Prerequisite: Enrolment in the Specialization in Acting for the Theatre or written permission of the Department of Theatre. This studio class covers the elements of preparation for theatrical presentation with emphasis on the co-operative nature of theatre. Studio work includes ongoing movement and voice training, and instruction in sensory awareness, spatial relationships, improvisational techniques, and performer-audience relationships.
NOTE: Students who have received credit for this topic under a TPER 298 number may not take this course for credit.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
ACTT, 298,        Special Topics in Acting (3 credits),"Prerequisite: Written permission of the Department of Theatre. This course provides opportunities for studies in selected styles or modes of theatre performance.
NOTE: Specific topics, and additional prerequisites if required, are stated in the Undergraduate Class Schedule.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
ACTT, 299,        Special Topics in Acting (6 credits),"Prerequisite: Written permission of the Department of Theatre. This course provides opportunities for studies in selected styles or modes of theatre performance.
NOTE: Specific topics, and additional prerequisites if required, are stated in the Undergraduate Class Schedule.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
ACTT ,321,        Movement for the Stage II (3 credits),"Prerequisite: ACTT 211 or written permission of the Department of Theatre. This studio course is an introduction to various movement-based performance techniques, methods, or approaches, such as Decroux, Laban, LeCoq, Biomechanics, or somatic work.
NOTE: Students who have received credit for TPER 331 may not take this course for credit.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
ACTT ,325,        Voice for the Stage II (3 credits),"Prerequisite: ACTT 211 or written permission of the Department of Theatre. Building on the voice and speech skills previously introduced, this course emphasizes embodiment, self-awareness, and freedom of breath; authentic, healthy, and expressive vocal use; and clarity and conviction in speaking text.
NOTE: Students who have received credit for TPER 345 may not take this course for credit.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
ACTT, 331,        Scene Study II (3 credits),"Prerequisite: ACTT 210 or written permission of the Department of Theatre. In this studio course, students examine, develop, and refine their individual processes for analyzing, exploring, rehearsing, and performing scenes from dramatic texts, with focus on non-realistic genres of text, such as existentialism, absurdism or expressionism.
NOTE: Students who have received credit for TPER 311 may not take this course for credit.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
ACTT, 332,        Improvisation (3 credits),"Prerequisite: ACTT 321 and 325; or written permission of the Department of Theatre. A thorough introduction to improvisation as a method of creation for the stage, using skills such as mask, commedia dell’arte, or the techniques of Keith Johnstone.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
ACTT, 355,        Voice for the Stage III (3 credits),"Prerequisite: ACTT 325 or written permission of the Department of Theatre. This studio course provides a thorough introduction to a particular voice-based performance technique, method, or approach, such as choral singing for the theatre or slam poetry.
NOTE: Students who have received credit for TPER 355 may not take this course for credit.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
ACTT, 358,        Movement for the Studio III (3 credits),"Prerequisite: ACTT 321 or written permission of the Department of Theatre. Building on previously acquired skills, this course provides an intensive introduction to a particular movement-based performance technique, method, or approach, such as the Viewpoints or the techniques of Eugenio Barba, as intended for acting specialists.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
ACTT, 360,        Ensemble II (3 credits),"Prerequisite: ACTT 231 or written permission of the Department of Theatre. This studio course focuses on skill development and performance of a particular theatrical genre, such as Elizabethan verse, red-nose clown, or Brechtian epic theatre.
NOTE: Students who have received credit for TPER 325 may not take this course for credit.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
ACTT, 370,        Clown for the Actor (3 credits),"Prerequisite: ACTT 321 and 325; or written permission of the Department of Theatre. Building on previously acquired skills in movement and voice, this course focuses on the development of clown characters and situations, with focus on Michel Dallaire’s “Jeu Clownesque” approach to clown training and performance.
NOTE: Students who have received credit for this topic under a TPER 498 number may not take this course for credit.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
ACTT, 372,        Stage Combat (3 credits),"Prerequisite: ACTT 321 or written permission of the Department of Theatre. Building on previously acquired movement skills, this course focuses on the development of unarmed and armed stage combat skills for the actor.
NOTE: Students who have received credit for this topic under a TPER 498 number may not take this course for credit.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
ACTT, 398,        Special Topics in Acting (3 credits),"Prerequisite: Written permission of the Department of Theatre. This course provides opportunities for studies in selected styles or modes of theatre performance.
NOTE: Specific topics, and additional prerequisites if required, are stated in the Undergraduate Class Schedule.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
ACTT, 399,        Special Topics in Acting (6 credits),"Prerequisite: Written permission of the Department of Theatre. This course provides opportunities for studies in selected styles or modes of theatre performance.
NOTE: Specific topics, and additional prerequisites if required, are stated in the Undergraduate Class Schedule.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
ACTT, 432,        Rasaboxes (3 credits),"Prerequisite: ACTT 321 and 325; or written permission of the Department of Theatre. Building on the skills developed in voice and movement classes, this studio course provides an intensive introduction to the performance of emotion, based on the Rasaboxes training as developed by Richard Schechner.
NOTE: Students who have received credit for this topic under a TPER 398 number may not take this course for credit.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
ACTT, 433,        Creation Project A (3 credits),"Prerequisite: Written permission of the Department of Theatre. This public performance course offers supervised application of theatrical skills in the collaborative creation of a theatre production.
NOTE: Students enrolled in this course are required to pay a production fee.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
ACTT, 434,        Creation Project B (3 credits),"Prerequisite: Written permission of the Department of Threatre. This public performance course offers supervised application of theatrical skills in the collaborative creation of a theatre production.
NOTE: Students enrolled in this course are required to pay a production fee.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
ACTT, 435,        Creation Project C (3 credits),"Prerequisite: Written permission of the Department of Theatre. This public performance course offers supervised application of theatrical skills in the collaborative creation of a theatre production.
NOTE: Students enrolled in this course are required to pay a production fee.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
ACTT, 436,        One-Act Project A (3 credits),"Prerequisite: Written permission of the Department of Theatre. This public performance course offers supervised application of theatrical skills in the collaborative realization of a threatre production of a one-act text from the worldwide body of dramatic literature.
NOTE: Students enrolled in the course are required to pay a production fee.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
ACTT, 437,        One-Act Project B (3 credits),"Prerequisite: Written permission of the Department of Theatre. This public performance course offers supervised application of theatrical skills in the collaborative realization of a theatre production of a one-act text from the worldwide body of dramatic literature.
NOTE: Students enrolled in the course are required to pay a production fee.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
ACTT, 438,        One-Act Project C (3 credits),"Prerequisite: Written permission of the Department of Theatre. This public performance course offers supervised application of theatrical skills in the collaborative realization of a theatre production of a one-act text from the worldwide body of dramatic literature.
NOTE: Students enrolled in the course are required to pay a production fee.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
ACTT, 440,        Supervised Acting Performance Project (3 credits),"Prerequisite: FFAR 250; 18 credits in a specialization of the Department of Theatre; and written permission of the Department. This studio course provides students with the opportunity to work in self-selected teams to develop short projects in response to a given theme for performance in a festival format. The course involves working with limited resources with an emphasis on exploration of acting processes. This course has a public performance outcome.
NOTE: Students may be required to be present for additional hours related to technical and/or dress rehearsals as stipulated in the course syllabus.
NOTE: Students enrolled in the course are required to pay a production fee.
NOTE: This course may be repeated for credit in this program, provided the subject matter is different each time.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
ACTT, 450,        Advanced Acting Studio (3 credits),"Prerequisite: ACTT 321, 325. Building on the skills developed in movement and voice for the stage, this studio course provides advanced students with the opportunity to apply their skills to text study and character development in an intensive environment without the pressure of creating a public performance. The course may introduce a variety of acting styles to promote further skill development.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
ACTT, 455,        Voice for the Stage IV (3 credits),"Prerequisite: ACTT 355 or written permission of the Department of Theatre. Building on previously acquired skills, this course provides an advanced exploration of a particular voice-based performance technique, method, or approach, such as singing, voice-over or dialects.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
ACTT, 458,        Movement for the Stage IV (3 credits),"Prerequisite: ACTT 358 or written permission of the Department of Theatre. Building on previously acquired skills, this course provides an advanced exploration of a particular movement-based performance technique, method, or approach, such as Decroux, Laban, Lecoq, biomechanics, or somatic work.
NOTE: Students who have received credit for TPER 431 may not take this course for credit.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
ACTT, 460,        Classical Text Project A (3 credits),"Prerequisite: Written permission of the Department of Theatre. This public performance course offers supervised application of theatrical skills in the collaborative realization of a theatre production of an iconic text from the worldwide body of dramatic literature, written by a widely recognized playwright, such as Shakespeare, Kālidāsa, Ibsen, Chekhov, or Zeami.
NOTE: Students enrolled in this course are required to pay a production fee.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
ACTT, 461,        Classical Text Project B (3 credits),"Prerequisite: Written permission of the Department of Theatre. This public performance course offers supervised application of theatrical skills in the collaborative realization of a theatre production of an iconic text from the worldwide body of dramatic literature, written by a widely recognized playwright, such as Shakespeare, Kālidāsa, Ibsen, Chekhov, or Zeami.
NOTE: Students enrolled in this course are required to pay a production fee.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
ACTT, 462,        Classical Text Project C (3 credits),"Prerequisite: Written permission of the Department. This public performance course offers supervised application of theatrical skills in the collaborative realization of a theatre production of an iconic text from the worldwide body of dramatic literature, written by a widely recognized playwright, such as Shakespeare, Kālidāsa, Ibsen, Chekhov, or Zeami.
NOTE: Students enrolled in this course are required to pay a production fee.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
ACTT, 465,        Final Acting Project (3 credits),"Prerequisite: 48 credits in the Specialization in Acting for the Theatre; and written permission of the Department of Theatre. Admission is by audition or application. This studio course involves the supervised creation and performance of a solo or ensemble theatre piece, the development of audition technique, and other career-oriented skills. The emphasis is on crystallizing each student’s unique theatrical identity, while solidifying collaborative skills. This course has a public performance outcome.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
ACTT, 480,        Designing an Acting Workshop (3 credits),"Prerequisite: Written permission of the Department of Theatre. This studio course provides students with the opportunity to design a course framework under the guidance of the instructor that includes curriculum, implementation, and assessment for students. Students develop a philosophy of teaching and learning through sustained reflection of their own creative process and selected readings.
NOTE: Students who have received credit for this topic under a TDEV 498 number may not take this course for credit.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
ACTT, 481,        Conducting an Acting Workshop (3 credits),"Prerequisite: ACTT 480 and written permission of the Department of Theatre. This advanced studio course builds on the skills acquired in ACTT 480 to focus on the development of skills required in conducting an acting workshop: active observation, instructional strategies to deliver the curriculum, and assessment.
NOTE: Students who have received credit for this topic under a TDEV 498 number may not take this course for credit.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
ACTT, 498,        Special Topics in Acting (3 credits),"Prerequisite: Written permission of the Department of Theatre. This course provides opportunities for studies in selected styles or modes of theatre performance.
NOTE: Specific topics, and additional prerequisites if required, are stated in the Undergraduate Class Schedule.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
ACTT, 499,        Special Topics in Acting (6 credits),"Prerequisite: Written permission of the Department of Theatre. This course provides opportunities for studies in selected styles or modes of theatre performance.
NOTE: Specific topics, and additional prerequisites if required, are stated in the Undergraduate Class Schedule.
Design for the Theatre:",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
DFTT, 209,        Design for Live Performance I (3 credits),"Prerequisite: Enrolment in a specialization of the Department of Theatre or written permission of the Department. An examination of the theatrical design process, including the role of designers. Students study the conception, communication, and realization of design ideas in lectures and labs.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
DFTT ,210,        Design for Live Performance II (3 credits),"Prerequisite: DFTT 209 or written permission of the Department of Theatre. An advanced examination of the theatrical design process, including the role of designers. Students study the conception, communication, and realization of design ideas in lectures and labs. This course develops the students’ skills in developing and communicating theatrical designs.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
DFTT, 211,        Drawing for the Theatre (3 credits),"Prerequisite: Enrolment in the Specialization in Design for the Theatre or written permission of the Department. Students study drawing and drafting techniques for the stage with emphasis on observation and rendering. They examine specific drawing methods to efficiently communicate design ideas. Focus is on basic drawing and drafting techniques using traditional and modern media.
NOTE: Students who have received credit for this topic under a DFTT 298 number may not take this course for credit.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
DFTT, 298,        Special Topics in Design for the Theatre (3 credits),"Prerequisite: Written permission of the Department of Theatre. The study of specialized aspects of theatre design.
NOTE: Specific topics, and additional prerequisites if required, are stated in the Undergraduate Class Schedule.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
DFTT, 299,        Special Topics in Design for the Theatre (6 credits),"Prerequisite: Written permission of the Department of Theatre. The study of specialized aspects of theatre design.
NOTE: Specific topics, and additional prerequisites if required, are stated in the Undergraduate Class Schedule.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
DFTT, 301,        Introduction to Designer’s Studio: Conception (3 credits),"Prerequisite: Written permission of the Department of Theatre. Students apply their design knowledge to special projects, which may include portfolio development or the design of Department of Theatre productions.
NOTE: This course may be repeated for credit in this program, provided the subject matter is different each time.
NOTE: Specific topics, and additional prerequisites if required, are stated in the Undergraduate Class Schedule.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
DFTT, 305,        Independent Study I (3 credits),Prerequisite: Written permission of the Department of Theatre. This course provides students with the opportunity to design and implement an independent project supervised by a full-time faculty member.,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
DFTT, 311,        Lighting Design Conception (3 credits),"Prerequisite: DFTT 209 and 210 or written permission of the Department of Theatre. Students study lighting design for the theatre with emphasis on imaginative and analytical processes of developing and communicating lighting design ideas. Students participate in lectures, studios, and projects, and examine theories, aesthetics, and conventions of lighting design.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
DFTT ,315,        Lighting Design Realization (3 credits),"Prerequisite: DFTT 209 and 210 or written permission of the Department of Theatre. Students study lighting for the stage with emphasis on analysis, development, and execution of design ideas. Students participate in lectures and studios, and examine lighting as a practical, expressive, and interpretive form. Focus is on basic realization methods, for example hanging and focusing lighting equipment. Students have scheduled access to a theatre space.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
DFTT, 321,        Costume Design Conception (3 credits),"Prerequisite: DFTT 209 and 210 or written permission of the Department of Theatre. Students study costume design for the theatre with emphasis on imaginative and analytical processes of developing and communicating costume design ideas. Students participate in lectures, studios, and projects, and examine theories, aesthetics, and conventions of costume design.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
DFTT, 325,        Costume Design Realization (3 credits),"Prerequisite: DFTT 209 and 210 or written permission of the Department of Theatre. Students study costuming for the stage with emphasis on analysis, development, and execution of design ideas. Students participate in lectures and studios and examine costuming as a practical, expressive, and interpretive form. The focus is on basic realization methods, for example, patterning and draping. Students have scheduled access to a costume shop and dyeing facilities.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
DFTT, 326,        Costume Accessories Realization (3 credits),"Prerequisite: DFTT 209 and 210 or written permission of the Department of Theatre. Students study costume accessory design for the stage with emphasis on analysis, development, and execution of design ideas. Students participate in lectures and studios and examine costume accessory design as a practical, expressive and interpretive form. The focus is on basic realization methods, for example, mask-making, millinery, and accessory construction. Students have scheduled access to a costume shop and dyeing facilities.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
DFTT, 331,        Set Design Conception (3 credits),"Prerequisite: DFTT 209 and 210 or written permission of the Department of Theatre. Students study set design for the theatre with emphasis on imaginative and analytical processes of developing and communicating set design ideas. Students participate in lectures, studios, and projects to examine theories, aesthetics, and conventions of set design.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
DFTT, 335,        Set Design Realization (3 credits),"Prerequisite: DFTT 209 and 210 or written permission of the Department of Theatre. Students study stage scenery with emphasis on analysis, development, and execution of design ideas. Students participate in lectures and studios to examine scenery as a practical, expressive, and interpretive form. Focus is on basic realization methods, for example, drafting and construction. Students have scheduled access to a scene shop.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
DFTT, 336,        Stage Properties Realization (3 credits),"Prerequisite: DFTT 209 and 210 or written permission of the Department of Theatre. Students study stage properties with an emphasis on analysis, development, and execution of design ideas. They participate in lectures and studios, and examine stage properties as a practical, expressive, and interpretive form. The focus is on basic realization methods, for example, casting, assembling, and use of materials and equipment. Students have scheduled access to a property shop.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
DFTT, 337,        Scene Painting Realization (3 credits),Prerequisite: DFTT 209 and 210 or written permission of the Department of Theatre. This studio course includes the study of the materials and technology of scene painting.,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
DFTT, 341,        Elements of Multimedia Conception (3 credits),"Prerequisite: DFTT 209 and 210 or written permission of the Department of Theatre. Students study design with a variety of media, with an emphasis on imaginative and analytical processes. They participate in lectures and studios, and examine the theories, aesthetics, and conventions of multimedia design.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
DFTT, 345,        Elements of Multimedia Realization (3 credits),"Prerequisite: DFTT 209 and 210 or written permission of the Department of Theatre. Students study elements of analog and digital media with an emphasis on the execution of design ideas. They participate in lectures and studios, and examine elements of multimedia as practical, expressive, and interpretive forms. The focus is on basic realization methods, for example, the installation of projection and sound equipment. Students have scheduled access to a theatre space.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
DFTT, 350,        Introduction to Public Performance Design (6 credits),"Prerequisite: ACTT 209 or PERC 209; two of ACTT 210, DFTT 210, PERC 210; DFTT 209; FFAR 250; PERC 211, 212; and written permission of the Department of Theatre. Students learn to collaborate with directors, other designers, and technical staff to creatively realize set, costume, lighting, properties, video, and sound designs for live performance.
NOTE: Students enrolled in this course are required to pay a production fee.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
DFTT, 351,        Introduction to Public Performance Design (3 credits),"Prerequisite: ACTT 209 or PERC 209; two of ACTT 210, DFTT 210, PERC 210; DFTT 209; FFAR 250; PERC 211, 212; and written permission of the Department of Theatre. Students learn to collaborate with directors, other designers, and technical staff to creatively realize set, costume, lighting, properties, video, and sound designs for live performance.
NOTE: Students enrolled in this course are required to pay a production fee.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
DFTT, 370,        Introduction to Elements of Production (6 credits),"Prerequisite: ACTT 209 or PERC 209; two of ACTT 210, DFTT 210, PERC 210; DFTT 209; FFAR 250; PERC 211, 212; and written permission of the Department of Theatre. Students study theories and practices of stage management, production management and technical direction. They develop technical skills in scenery, properties, and costumes, as well as lighting and sound. By completing specific assignments related to department public performances, students are introduced to the language, tools, and techniques used in rehearsal halls, shops, and backstage.
NOTE: Students enrolled in this course are required to pay a production fee.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
DFTT, 371,        Introduction to Elements of Production (3 credits),"Prerequisite: ACTT 209 or PERC 209; two of ACTT 210, DFTT 210, PERC 210; DFTT 209; FFAR 250; PERC 211, 212; and written permission of the Department of Theatre. Students study theories and practices of stage management, production management, and technical direction. They develop technical skills in scenery, properties, and costumes, as well as lighting and sound. By completing specific assignments related to department public performances, students are introduced to the language, tools, and techniques used in rehearsal halls, shops, and backstage.
NOTE: Students enrolled in this course are required to pay a production fee.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
DFTT, 405,        Independent Study II (3 credits),"Prerequisite: DFTT 305 and written permission of the Department of Theatre. This course provides students with the opportunity to design and implement an independent project, supervised by a full-time faculty member.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
DFTT, 408,        Supervised Internship I (3 credits),"Prerequisite: 24 credits in degree program and written permission of the Department of Theatre. This course provides students with the opportunity to obtain credit for work completed for a recognized theatre company, or a project under the joint supervision of a qualified professional and a full-time Theatre faculty member.
NOTE: Students who have received credit for PERC 408 or PROD 408 may not take this course for credit.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
DFTT, 409,        Supervised Internship II (3 credits),"Prerequisite: DFTT 408 and written permission of the Department of Theatre. This course provides students with the opportunity to obtain credit for work completed for a recognized theatre company, or a project under the joint supervision of a qualified professional and a full-time Theatre faculty member.
NOTE: Students who have received credit for PERC 409 or PROD 409 may not take this course for credit.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
DFTT, 450,        Advanced Public Performance Design (6 credits),"Prerequisite: DFTT 350 or 351 and written permission of the Department of Theatre. Students learn to collaborate with directors, other designers, and technical staff at an advanced level to creatively realize set, costume, lighting, properties, video, and sound designs for live performance.
NOTE: Students who have received credit for PROD 416 may not take this course for credit.
NOTE: Students enrolled in this course are required to pay a production fee.
NOTE: This course may be repeated for credit in this program, provided the subject matter is different each time.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
DFTT, 451,        Advanced Public Performance Design (3 credits),"Prerequisite: DFTT 350 or 351 and written permission of the Department of Theatre. Students learn to collaborate with directors, other designers, and technical staff at an advanced level to creatively realize set, costume, lighting, properties, video, and sound designs for live performance.
NOTE: Students enrolled in this course are required to pay a production fee.
NOTE: This course may be repeated for credit in this program, provided the subject matter is different each time.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
DFTT, 470,        Advanced Elements of Production (6 credits),"Prerequisite: DFTT 370 or 371 and written permission of the Department of Theatre. Students study advanced theories and practices of stage management, production management, and technical direction. They develop technical skills in scenery, properties, and costumes, as well as in lighting and sound. By completing specific assignments related to department public performances, students are introduced to the language, tools, and techniques in rehearsal halls, shops, and backstage.
NOTE: Students enrolled in this course are required to pay a production fee.
NOTE: This course may be repeated for credit in this program, provided the subject matter is different each time.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
DFTT, 471,        Advanced Elements of Production (3 credits),"Prerequisite: DFTT 370 or 371 and written permission of the Department of Theatre. Students study advanced theories and practices of stage management, production management, and technical direction. They develop technical skills in scenery, properties, and costumes, as well as in lighting and sound. By completing specific assignments related to department public performances, students are introduced to the language, tools, and techniques in rehearsal halls, shops, and backstage.
NOTE: This course may be repeated for credit in this program, provided the subject matter is different each time.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
DFTT, 498,        Special Topics in Design for the Theatre: Conception (3 credits),"Prerequisite: Written permission of the Department of Theatre. The study of specialized aspects of theatre design conception.
NOTE: Specific topics, and additional prerequisites if required, are stated in the Undergraduate Class Schedule.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
DFTT, 499,        Special Topics in Design for the Theatre (6 credits),"Prerequisite: Written permission of the Department of Theatre. The study of specialized aspects of theatre design.
NOTE: Specific topics, and additional prerequisites if required, are stated in the Undergraduate Class Schedule.
Performance Creation:",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
