Course Subject,Course Number,Course Name,Course Description
ENVS 653 Geographical,Info,Systems for EA,"Prerequisite: Permission of the EA Graduate Program Director.
 This course examines the use of Geographical Information Systems (GIS) in Environmental  Assessment (EA), particularly focusing on the role of GIS in the analysis of environmental data and in decision-making processes. Topics covered include data acquisition, multi-criteria decision analysis, fuzzy sets and interpolation techniques. The course comprises lectures, lab exercises and case study analysis. The instruction is built around a series of practical exercises mainly using industry-standard GIS software. The objective of the course is to provide a sound theoretical and practical background in the use of geospatial technologies for EA applications.
Note: Students who have received credit for ENVS 663 may not take this course for credit."
ENVS,664 ,Course in EA,"Prerequisite: Permission of the EA Graduate Program Director.
 The goal of this course is to expose students to practical issues related to Environmental Assessment (EA). The course comprises: (1) in-class preparation meetings followed by (2) a one-week in-field experience. During this week, students meet practitioners and individuals from local communities, industries and/or governments involved in EA. Through these interactions, students are exposed to a diverse range of perspectives and experiences related to EA. The course is validated through an assessment of the knowledge acquired during the trip. Students are responsible for the cost of food, accommodation and transportation associated with the one-week field trip (cost varies depending on destination).
Note: Students who have received credit for ENVS 662 may not take this course for credit."
ENVS,668,"Indigenous Peoples and Environmental Assessment (3 credits)
","Prerequisite: Permission of the EA Graduate Program Director.
 Development projects are often located on or adjacent to Indigenous territories with significant impacts on their lands, lives and cultures. As such, Indigenous peoples require unique consideration within EA frameworks which should respect Indigenous and treaty rights, including international commitments (e.g. UN Declaration on the Rights of Indigenous Peoples) and court rulings related to: (1) Free, Prior, and Informed Consent (FPIC) for development proposed on Indigenous lands; and (2) the inclusion of Indigenous knowledge and perspectives in decision-making. This seminar course surveys recent developments in these areas and explores the potential of EA to contribute to reconciliation between Indigenous and non-Indigenous peoples in Canada (and elsewhere)."
BIOL,618,Ecology for Environmentalists,"Prerequisite: Permission of the EA Graduate Program Director.
 This course discusses the principles of the ecology of individuals, populations, communities and ecosystems and the effects of environmental disturbances ranging from immediate pollution to long-term climate change.
Note 1: Students who have received credit for BIOL 508 may not take this course for credit.
Note 2: Students registered in a graduate program in Biology may not take this course for credit."
ECON,659,Economics for Environmentalists,"Prerequisite: Permission of the EA Graduate Program Director.
 This course considers one of the most serious problems facing our global civilization: the on-going conflict between economic activity and the bio-physical world upon which all human activity ultimately depends. The course explains the basic theoretical framework most economists use to describe economic activities and the relationship between these activities and the natural world. Understanding the logical apparatus of economics theory shows why market forces and environmental integrity are often in conflict and why economic arguments dominate environmental policy debates at both national and international levels.
Note 1: Students who have received credit for ECON 559 may not take this course for credit.
Note 2: Students registered in programs in Economics, or programs in the John Molson School of Business, may not take this course for credit."
ENVS,604,Environmental Law and Policy,"Prerequisite: Permission of the EA Graduate Programme Director.
 This course introduces students to environmental law and policy at the international, North American and regional levels with an emphasis on Environmental Impact Assessment (EIA) as a tool for promoting environmentally sound and sustainable development. The course provides an overview of issues such as environmental security, Strategic Environmental Assessment (SEA), banking and environmental finance, access to justice in environmental decision making, climate change, biodiversity, and green growth. The role of international organizations and Multilateral Environmental Agreements (MEAs) is given particular attention."
ENVS,605,Environmental Standards,"Prerequisite: Permission of the EA Graduate Program Director.
 This course provides an overview of the International Standards Organization (ISO) standards and guidelines for industry to implement a sound Environmental Management System (EMS). These guidelines are outlined in a series of publications designated as ISO 14000. Topics covered will include: the evolution and benefits of EMS, the ISO 14001 principles, integration between ISO 9001 and 14001, the registration process, auditing an EMS, life cycle assessment, and environmental labelling. Upon successful completion of the course, students are encouraged to pursue formal accreditation.
Note: Students who have received credit for this topic under an ENVS 505 number may not take this course for credit."
ENVS,620,Advanced Topics in Environmental Assessment," This course focuses on selected topics within the discipline. Topics vary to permit investigation of current and developing theories and research areas.
Note: The content will vary from term to term and from year to year. Students may re-register for this course, provided the course content has changed. Changes in content will be indicated by a letter following the course number, e.g. ENVS 620A, ENVS 620B, etc."
GEOG,607,Indigenous Peoples and the Environment ," This course provides an extended, in-depth exploration of the relationships and roles of Indigenous peoples with respect to their traditional territories and natural resources. Indigenous ontologies and epistemologies are highlighted in addition to Indigenous aspirations and approaches for use and stewardship of the environment. The course examines theoretical and case-study literature, with a broad regional focus on Aboriginal peoples in Canada while also drawing from comparative international experiences of Indigenous peoples."
GEOG,620,Special Topics in Geography ," This course focuses on selected topics within the discipline. Topics vary to permit investigation of current and developing theories and research areas.
Note: The content will vary from term to term and from year to year. Students may re-register for this course, provided the course content has changed. Changes in content will be indicated by a letter following the course number, e.g. GEOG 620A, GEOG 620B, etc."
HENV,610,Advanced Quantitative Research Methods ," This course considers experimental design and advanced data analysis methods in Geography and Environmental Sciences. The course focuses on statistical analysis of quantitative data, using the R programming environment. Specific topics include data exploration and plotting, advanced statistical tests, linear regression, statistical model selection, non-parametric tests and mixed effects models."
HENV,625,Sustainable Resource Management ," This seminar examines the impact of human activities on natural resources. Topics such as integrated management and exploitation practices, biodiversity and conservation, focusing particularly on forest and water resources from physical, chemical, biological, socio-economic, and technological perspectives are investigated."
HENV,660,Climate Change and Sustainability," This seminar examines the interface between climate science, and the demands and challenges of developing sustainable human societies. Class discussions are oriented around current literature on topics such as the potential impacts of climate change on vulnerable communities, strategies to enhance resilience and increase global equity in climate mitigation efforts, and opportunities to develop sustainable energy systems. The course also includes quantitative analysis and visualization of spatial change datasets."
HENV,655,Environmental Modelling," The different approaches to modelling the bio-physical, built or human environment are examined. The conceptualization of simple models to examine how human interventions affect the environment is investigated. Different modelling approaches such as system models, computer visualization and simulation are covered. Students develop a model scheme related to their thesis topic. Lectures and laboratory."
HENV,670,Environmental Governance," This course examines the principles, practices and institutions involved in environmental conservation and management as well as the sustainable exploitation of natural resources. Topics include sustainability, the precautionary principle, social capital, adaptive capacity, common property resource theories, deliberative democracy, environmental justice and environmental conflict resolution. Attention is given to issues of scale, particularly the mismatch of spatial, temporal and functional scales that characterize unsustainable management and use practices."
HENV,675,Community-Based Conservation," This course addresses the question of community participation in conservation and development initiatives. Focusing on the particular experience of local communities, it presents participatory concepts, principles, tools, and processes that have practical application to a broad range of contexts and settings.
 Note: Students who have received credit for GEOG 607 may not take this course for credit."
HENV,680,Advanced Seminar in Environmental Science," This course provides an overview of current research in environmental and related scientific disciplines. The course involves seminars, presentations, and critical analysis of scientific literature, including discussion of cutting-edge research topics in fields such as ecological restoration, biodiversity, climate change, renewable energy, food and water security, and natural resource conservation."
Internship,and,Report,Description not available
ENVS,696,Internship and Report in EA ,"Prerequisite: Completion of all course work (27 credits), a minimum GPA of 3.30 and permission of the EA Graduate Program Director.
 This internship is a 4-month placement in industry, government, and non-government where EA work is being undertaken. It is intended to maximize the educational experience and bridge the gap between what employers consider necessary job skills and what the university considers essential knowledge. Students prepare an internship report and present it orally.
Note: Students are assisted in their efforts to obtain a relevant placement by the Internship Coordinator. Placements must be approved by the EA Graduate Program Director."
HENV,605,Advanced Qualitative Research Methods," This course considers some of the foundational theories that inform contemporary research in the fields of Human Geography and Urban Studies. It also explores a spectrum of qualitative research paradigms, theories and advanced methodologies relevant to social science. of qualitative research paradigms, theories and methodologies relevant to social science."
HENV,610,Advanced Quantitative Research Methods," This course considers experimental design and advanced data analysis methods in Geography and Environmental Sciences. The course focuses on statistical analysis of quantitative data, using the R programming environment. Specific topics include data exploration and plotting, advanced statistical tests, linear regression, statistical model selection, non-parametric tests and mixed effects models."
HENV,615,Research Proposal Seminar," This seminar provides an opportunity to extend, deepen, and apply the conceptual and methodological frameworks presented in the core and elective courses, through a combination of classroom discussions and attendance at departmental research seminars. Students are taught research and presentation skills and are guided through the process of preparing their thesis research proposal. Students need to submit a written research proposal to their thesis research supervisor(s) as a requirement for this course."
HENV,685,Thesis Proposal ," Students are required to select their research topic and formulate a research proposal under the supervision of a thesis supervisor and with input from a thesis committee. The written proposal will include a sound rationale for the proposed research, a detailed description of the research design and methodology, and a comprehensive literature review. Students are also required to present an oral presentation of their proposal to the Department. The thesis proposal must be formally approved by the thesis committee and the Graduate Program Director before research activities can begin. The thesis proposal should be completed before the end of the second semester of residency in the Program and after a minimum of 6 credits in the Program have been taken."
HENV,695,Thesis ," Students are required to demonstrate their ability to carry out original, independent research. The thesis, which will be researched and written under the direction of a supervisor and thesis committee, should normally not exceed 100 pages. Upon completion of the thesis, the student will be required to defend his/her thesis before an external examiner and his/her thesis committee."
GEOG,620,Special Topics in Geography," This course focuses on selected topics within the discipline. Topics vary to permit investigation of current and developing theories and research areas.
Note: The content will vary from term to term and from year to year. Students may re-register for this course, provided the course content has changed. Changes in content will be indicated by a letter following the course number, e.g. GEOG 620A, GEOG 620B, etc."
GEOG,625,Directed Studies," With written permission of the graduate program director, a student studies a particular field or topic relating to geography, urban or environment studies. A detailed outline of the proposed study, approved by a study supervisor is required."
HENV,620,Sustainable Transportation," This advanced seminar explores the different elements of what is broadly known as sustainable transportation. It considers the importance as well as the negative impacts of transport systems, and how these are described and captured methodologically. Of critical importance is the intimate link between land-use and transportation systems."
HENV,625,Sustainable Resource Management," This seminar examines the impact of human activities on natural resources. Topics such as integrated management and exploitation practices, biodiversity and conservation, focusing particularly on forest and water resources from physical, chemical, biological, socio-economic, and technological perspectives are investigated."
HENV,630,Theories of Society and Space ," Human Geography is informed by a range of theories that have developed inside and outside the discipline. This course introduces students to some of the most influential of these theories as well as to theoretically-informed geographical literature. While students are exposed to foundational theories, the course focuses on critical geographical work that seeks to interpret the present moment."
HENV,635,Spatial Analysis ," This course examines analytical methods for handling specifically spatial data, where the arrangement of observations in space is thought to be of significance. The emphasis is on the choice and application of appropriate methods for the analysis of various types of data that are encountered in Geography, Planning and Environmental Studies. Procedures for analyzing spatial distributions of phenomena, temporal dynamics and change are examined in relation to Geographical Information Systems (GIS) tools and statistical techniques."
HENV,640,(Re)shaping the City," By relying on an array of theoretical formulations informed by political economy, economic geography, urban morphology, urban sociology, anthropology and ecology, this seminar explores various social processes that contribute to the shaping and reshaping of our cities’ material and spatial forms."
HENV,645,Behaviour and the Urban Environment ," This course provides a basic understanding of the relationship between people and the urban environment. The focus is on the collective and individual responses of people to the built or designed environment, and the way in which these responses can be used to guide projects, plans and policies. The basic studies for the location of commercial facilities and the modelling of human spatial behaviour are introduced."
HENV,650,The Political Economy of the City," This course explores the implications of economic globalization and neoliberalism for urban life in late capitalist (post-1970s) period. Drawing on literatures from the fields of planning, geography, and political economy, it focuses on how urban policies and services are being restructured and how these changes affect different social groups."
HENV,655,Environmental Modelling ," The different approaches to modelling the bio-physical, built or human environment are examined. The conceptualization of simple models to examine how human interventions affect the environment is investigated. Different modelling approaches such as system models, computer visualization and simulation are covered. Students develop a model scheme related to their thesis topic. Lectures and laboratory."
HENV,660,Climate Change and Sustainability," This seminar examines the interface between climate science, and the demands and challenges of developing sustainable human societies. Class discussions are oriented around current literature on topics such as the potential impacts of climate change on vulnerable communities, strategies to enhance resilience and increase global equity in climate mitigation efforts, and opportunities to develop sustainable energy systems. The course also includes quantitative analysis and visualization of spatial change datasets."
HENV,665,Special Topics Seminar ," This course is designed to meet the special needs of individual graduate students. Topics vary to permit investigation of current and developing theories and research areas. Content involves presentation, discussion, and critical analysis of information from relevant scientific literature. The course will also take advantage of visiting expertise."
HENV,670,Environmental Governance ," This course examines the principles, practices and institutions involved in environmental conservation and management as well as the sustainable exploitation of natural resources. Topics include sustainability, the precautionary principle, social capital, adaptive capacity, common property resource theories, deliberative democracy, environmental justice and environmental conflict resolution. Attention is given to issues of scale, particularly the mismatch of spatial, temporal and functional scales that characterize unsustainable management and use practices."
HENV,675,Community-Based Conservation ," This course addresses the question of community participation in conservation and development initiatives. Focusing on the particular experience of local communities, it presents participatory concepts, principles, tools, and processes that have practical application to a broad range of contexts and settings.
Note: Students who have received credit for GEOG 607 may not take this course for credit."
HENV,680,Advanced Seminar in Environmental Science ," This course provides an overview of current research in environmental and related scientific disciplines. The course involves seminars, presentations, and critical analysis of scientific literature, including discussion of cutting-edge research topics in fields such as ecological restoration, biodiversity, climate change, renewable energy, food and water security, and natural resource conservation."
HENV,690,Seminar in Social and Cultural Geography ," This seminar introduces students to some important contemporary geographical approaches and topics in the study of society and culture. Specific themes may include globalization, migration, multiculturalism and diaspora, marginality, policing and imprisonment, and social movements. To provide a broad understanding of these themes, the course emphasizes analyses that draw upon geographical concepts of space, place, identity, and power."
ENVS,601,"EA: Concepts, Principles and Practice ","Prerequisite: Permission of the EA Graduate Program Director.
 This course aims to provide students with theoretical and practical knowledge related to environmental assessment and its role in project planning and policy development. The evolution of environmental assessment (EA), its current practices and functions, and future directions arediscussed. The roles and components of EA and EA procedures in Canada (at both the federal and provincial levels) are emphasized. Guest speakers, regular readings and in-class discussions supplement the lectures."
ENVS 652 Data,Coll,and Analysis for EA ,"Prerequisite: Permission of the EA Graduate Program Director.
 This course focuses on methods and issues in data collection and analysis appropriate for impact prediction in the abiotic, biotic and built environment, including air, surface and ground water, soil, landscape, biodiversity, noise, cultural and socio-economic conditions.
Note: Students who have received credit for ENVS 662 many take this course for credit."
ENVS 653 Geographical,Info,Systems for EA ,"Prerequisite: Permission of the EA Graduate Program Director.
 This course examines the use of Geographical Information Systems (GIS) in Environmental  Assessment (EA), particularly focusing on the role of GIS in the analysis of environmental data and in decision-making processes. Topics covered include data acquisition multi-criteria decision analysis, fuzzy sets and interpolation techniques. The course comprises lectures, lab exercises and case study analysis. The instruction is built around a series of practical exercises mainly using industry-standard GIS software. The objective of the course is to provide a sound theoretical and practical background in the use of geospatial technologies for EA applications.
Note: Students who have received credit for ENVS 663 may not take this course for credit."
ENVS,668,Indigenous Peoples and Environmental Assessment ,"Prerequisite: Permission of the EA Graduate Program Director.
 Development projects are often located on or adjacent to Indigenous territories with significant impacts on their lands, lives and cultures. As such, Indigenous peoples require unique consideration within EA frameworks which should respect Indigenous and treaty rights, including international commitments (e.g. UN Declaration on the Rights of Indigenous Peoples) and court rulings related to: (1) Free, Prior, and Informed Consent (FPIC) for development proposed on Indigenous lands; and (2) the inclusion of Indigenous knowledge and perspectives in decision-making. This seminar course surveys recent developments in these areas and explores the potential of EA to contribute to reconciliation between Indigenous and non-Indigenous peoples in Canada (and elsewhere)."
BIOL,618,Ecology for Environmentalists ,"Prerequisite: Permission of the EA Graduate Program Director.
 This course discusses the principles of the ecology of individuals, populations, communities and ecosystems and the effects of environmental disturbances ranging from immediate pollution to long-term climate change.
Note 1: Students who have received credit for BIOL 508 may not take this course for credit.
Note 2: Students registered in a graduate program in Biology may not take this course for credit."
ECON,659,Economics for Environmentalists ,"Prerequisite: Permission of the EA Graduate Program Director.
 This course considers one of the most serious problems facing our global civilization: the on-going conflict between economic activity and the bio-physical world upon which all human activity ultimately depends. The course explains the basic theoretical framework most economists use to describe economic activities and the relationship between these activities and the natural world. Understanding the logical apparatus of economics theory shows why market forces and environmental integrity are often in conflict and why economic arguments dominate environmental policy debates at both national and international levels.
Note 1: Students who have received credit for ECON 559 may not take this course for credit.
Note 2: Students registered in programs in Economics, or programs in the John Molson School of Business, may not take this course for credit."
ENVS,604,Environmental Law and Policy,"Prerequisite: Permission of the EA Graduate Programme Director.
 This course introduces students to environmental law and policy at the international, North American and regional levels with an emphasis on Environmental Impact Assessment (EIA) as a tool for promoting environmentally sound and sustainable development. The course provides an overview of issues such as environmental security, Strategic Environmental Assessment (SEA), banking and environmental finance, access to justice in environmental decision making, climate change, biodiversity, and green growth. The role of international organizations and Multilateral Environmental Agreements (MEAs) is given particular attention."
ENVS,605,Environmental Standards ,"Prerequisite: Permission of the EA Graduate Program Director.
 This course provides an overview of the International Standards Organization (ISO) standards and guidelines for industry to implement a sound Environmental Management System (EMS). These guidelines are outlined in a series of publications designated as ISO 14000. Topics covered will include: the evolution and benefits of EMS, the ISO 14001 principles, integration between ISO 9001 and 14001, the registration process, auditing an EMS, life cycle assessment, and environmental labelling. Upon successful completion of the course, students are encouraged to pursue formal accreditation.
Note: Students who have received credit for this topic under an ENVS 505 number may not take this course for credit."
ENVS,620,Advanced Topics in Environmental Assessment," This course focuses on selected topics within the discipline. Topics vary to permit investigation of current and developing theories and research areas.
Note: The content will vary from term to term and from year to year. Students may re-register for this course, provided the course content has changed. Changes in content will be indicated by a letter following the course number, e.g. ENVS 620A, ENVS 620B, etc."
ENVS,664,Field Course in EA,"Prerequisite: Permission of the EA Graduate Program Director.
 The goal of this course is to expose students to practical issues related to Environmental Assessment (EA). The course comprises: (1) in-class preparation meetings followed by (2) a one-week in-field experience. During this week, students meet practitioners and individuals from local communities, industries and/or governments involved in EA. Through these interactions, students are exposed to a diverse range of perspectives and experiences related to EA. The course is validated through an assessment of the knowledge acquired during the trip. Students are responsible for the cost of food, accommodation and transportation associated with the one-week field trip (cost varies depending on destination).
Note: Students who have received credit for ENVS 662 may not take this course for credit."
GEOG,607,Indigenous Peoples and the Environment ," This course provides an extended, in-depth exploration of the relationships and roles of Indigenous peoples with respect to their traditional territories and natural resources. Indigenous ontologies and epistemologies are highlighted in addition to Indigenous aspirations and approaches for use and stewardship of the environment. The course examines theoretical and case-study literature, with a broad regional focus on Aboriginal peoples in Canada while also drawing from comparative international experiences of Indigenous peoples."
GEOG,620,Special Topics in Geography," This course focuses on selected topics within the discipline. Topics vary to permit investigation of current and developing theories and research areas.
Note: The content will vary from term to term and from year to year. Students may re-register for this course, provided the course content has changed. Changes in content will be indicated by a letter following the course number, e.g. GEOG 620A, GEOG 620B, etc."
HENV,610,Advanced Quantitative Research Methods," This course considers experimental design and advanced data analysis methods in Geography and Environmental Sciences. The course focuses on statistical analysis of quantitative data, using the R programming environment. Specific topics include data exploration and plotting, advanced statistical tests, linear regression, statistical model selection, non-parametric tests and mixed effects models."
HENV,625,Sustainable Resource Management," This seminar examines the impact of human activities on natural resources. Topics such as integrated management and exploitation practices, biodiversity and conservation, focusing particularly on forest and water resources from physical, chemical, biological, socio-economic, and technological perspectives are investigated."
HENV,660,Climate Change and Sustainability," This seminar examines the interface between climate science, and the demands and challenges of developing sustainable human societies. Class discussions are oriented around current literature on topics such as the potential impacts of climate change on vulnerable communities, strategies to enhance resilience and increase global equity in climate mitigation efforts, and opportunities to develop sustainable energy systems. The course also includes quantitative analysis and visualization of spatial change datasets."
HENV,655,Environmental Modelling ," The different approaches to modelling the bio-physical, built or human environment are examined. The conceptualization of simple models to examine how human interventions affect the environment is investigated. Different modelling approaches such as system models, computer visualization and simulation are covered. Students develop a model scheme related to their thesis topic. Lectures and laboratory."
HENV,670,Environmental Governance ," This course examines the principles, practices and institutions involved in environmental conservation and management as well as the sustainable exploitation of natural resources. Topics include sustainability, the precautionary principle, social capital, adaptive capacity, common property resource theories, deliberative democracy, environmental justice and environmental conflict resolution. Attention is given to issues of scale, particularly the mismatch of spatial, temporal and functional scales that characterize unsustainable management and use practices."
HENV,675,Community-Based Conservation," This course addresses the question of community participation in conservation and development initiatives. Focusing on the particular experience of local communities, it presents participatory concepts, principles, tools, and processes that have practical application to a broad range of contexts and settings.
Note: Students who have received credit for GEOG 607 may not take this course for credit."
HENV,680,Advanced Seminar in Environmental Science ," This course provides an overview of current research in environmental and related scientific disciplines. The course involves seminars, presentations, and critical analysis of scientific literature, including discussion of cutting-edge research topics in fields such as ecological restoration, biodiversity, climate change, renewable energy, food and water security, and natural resource conservation."
HEXS,811,Advanced Topics in Health and Exercise Science: Intervention Module ,"This course examines concepts in the rehabilitation process from exercise adherence to tissue healing, and introduces students to various exercise protocols specific to the selected area of study. Students learn how to implement safe and effective rehabilitation protocols to address dysfunction and functional recovery. This course focuses on recent research outcomes and new issues in rehabilitation specific to prevention, assessment, and rehabilitation of injuries. The course content varies depending on the area of rehabilitation."
HEXS,812,Advanced Topics in Health and Exercise Science: Population Health Module ,"This course surveys the health-related aspects of exercise, physical activity, and physical fitness from a population health perspective. Topics include current debates in biomedical ethics, health policy, as well as, methods and concepts in behavioural and environmental determinants of activity and fitness."
HEXS,820,Special Topics in Health and Exercise Science ,"This course provides students with flexibility to address a specific area of specialization in Health and Exercise Science. This can be a reading course organized by the supervisor, a course chosen from the list of Advanced Topics courses, or a similar-level course from another department or institution, while being related to a specialization in Health and Exercise Science. The course is chosen in consultation with the student's supervisory committee. The course can be internal or external, and provides students with the capacity to specialize even further in relation to their research project."
HEXS,850,Comprehensive Exam in Health and Exercise Science ,"The comprehensive exam is given by an examination committee composed of selected faculty members, at the end of the first year of study. The committee includes the supervisor and three additional faculty members with varied expertise related to the thesis topic. The examination committee identifies selected readings for the student. The student is expected to prepare for both a written and an oral examination. The body of knowledge for the comprehensive examination is defined by the committee in the form of advanced book chapters and other scientific readings. The written exam comes first, composed of five (5) questions asked by the committee, in the form of argumentative essays written in the span of two weeks; following a satisfactory evaluation of this work, the student is convened to the oral part, comprising a series of questions coming from the panel concerning the written answers or additional aspects coming from the readings. The student has to successfully pass the comprehensive examination in order to progress to the proposal, usually the following term. The course is graded on a pass/fail basis."
HEXS,851,Research Proposal in Health and Exercise Science ,"Prerequisite: HEXS 850.
Students are required to write a research proposal describing a series of projects leading to the production of new knowledge from hypothesis-driven data acquisition and experimental inquiry. A supervisory committee including the supervisor and three additional faculty members (often the same as the comprehensive examination) with varied expertise related to the thesis topic is formed to guide the student with the production of the proposal. The proposal is presented in written form to the committee, and in oral form to the committee and department. The course is graded on a pass/fail basis."
HEXS,890,Research and Thesis in Health and Exercise Science ,Description not available
EXCI,612,Laboratory Techniques," The course provides a theoretical awareness of measurement principles and offers practical experience in applying techniques common to advanced research methodologies in exercise science. The potential topics to be covered are geared towards the requirements of the individual in the areas of exercise physiology and athletic therapy. These may include such topics as data acquisition and analysis, electromyography, blood flow methodologies, spectrophotometry, pulmonary gas exchange, motion analysis, and tissue histochemistry."
EXCI,624,Special Topics Seminar," This course is designed to meet the special needs of graduate students in the exercise science areas of concentration specific to athletic therapy and clinical exercise physiology. Topics vary within the domain to account for investigation of current and developing theories. The course involves presentation, discussion, and critical analysis of information from current scientific journal literature."
EXCI,626,Thesis Proposal," This course provides students with the opportunity to choose a research topic and formulate a research proposal under the supervision of a thesis advisor. The proposal should include a literature review, rationale, hypothesis, and methodology including the planned research design and data analysis. Students are required to present a seminar in the Department on their research prior to the presentation of their proposal to the thesis advisory committee."
EXCI,670,Thesis,"Prerequisite: EXCI 626.
Students are required to demonstrate their ability to carry out independent research which reflects a scientific approach. In addition to a written final thesis, a public oral examination is conducted to test the student's ability to defend the thesis."
EXCI,680,Thesis (Athletic Therapy) ,"Prerequisite: EXCI 626.
 Students are required to demonstrate their ability to carry out independent research which reflects a scientific approach. In addition to a written final thesis, a public oral examination is conducted to test the student's ability to defend the thesis."
EXCI,690,Thesis (Clinical Exercise Physiology) ,"Prerequisite: EXCI 626.
 Students are required to demonstrate their ability to carry out independent research which reflects a scientific approach. In addition to a written final thesis, a public oral examination is conducted to test the student's ability to defend the thesis."
EXCI,698,Selected Topics in Exercise Science , This course explores themes within the area of Exercise Science.
HIST,877,Comprehensive Minor Field Tutorial (3 credits),"Subject matter varies from term to term and from year to year. Students may re-register for this course provided that the course content has changed. Changes in content are indicated by the letter following the course number, e.g. HIST 877A, HIST 877B, etc."
HIST,878,Comprehensive Major Field Tutorial (6 credits),"No description available"
HIST,880,Comprehensive Examinations (12 credits),"No description available"
HIST,885,PhD Thesis Proposal and Colloquium (6 credits),"No description available"
HIST,889,Doctoral Seminar (6 credits),"No description available"
HIST,890,Thesis Research (54 credits),"No description available"
HIST,601,Historical Research Methods, This course guides students in the intial stages of developing an MA thesis topic and elaborating a substantial research proposal.
European,Hist,HIST 610 Selected Topics in European History, HIST 610 Selected Topics in European History (3 credits)
Canadian,Hist,HIST 620 Selected Topics in Canadian History, HIST 620 Selected Topics in Canadian History (3 credits)
United,Stat,"History
 HIST 630 Selected Topics in US History", HIST 630 Selected Topics in US History (3 credits)
Latin,Amer,"and Caribbean History
 HIST 634 Selected Topics in Latin American and Caribbean History ", HIST 634 Selected Topics in Latin American and Caribbean History (3 credits)
Asian,Hist,HIST 638 Selected Topics in Asian History , HIST 638 Selected Topics in Asian History (3 credits)
Middle,East,"History
 HIST 642 Selected Topics in Middle Eastern History", HIST 642 Selected Topics in Middle Eastern History (3 credits)
African,Hist,HIST 646 Selected Topics in African History , HIST 646 Selected Topics in African History (3 credits)
History of,Geno,"and Human Rights
 HIST 650 Selected Topics in the History of Genocide and Human Rights ", HIST 650 Selected Topics in the History of Genocide and Human Rights (3 credits)
History of,Gend,"and Sexuality
 HIST 660 Selected Topics in the History of Gender and Sexuality ", HIST 660 Selected Topics in the History of Gender and Sexuality (3 credits)
Public,Hist,HIST 665 Selected Topics in Public History , HIST 665 Selected Topics in Public History (3 credits)
Selected,Area,"of History
 HIST 670 Selected Topics in History"," HIST 670 Selected Topics in History (3 credits)
HIST 679 Tutorial in a Selected Area of History (3 credits)"
"Research,",Thes,"and Comprehensive Examinations
 HIST 685 MA Thesis"," HIST 685 MA Thesis (30 credits)
"
HUMA,889,Seminar in Interdisciplinary Studies II,A required core seminar to be taken by all students within their first year in the program. Each year a different topic or approach is selected with the aim of exploring how it is pursued and challenged across disciplinary boundaries.
HUMA,884,Directed Studies,A directed study course provides students with the opportunity to pursue advanced and focused work with individual faculty members in the fields that constitute the student's program of study. Directed study courses are designated by the course topic.
HUMA,887,Advanced Seminar in Special Topics in Interdisciplinary Studies ,"This seminar examines in-depth special topics in interdisciplinary studies.
Note: The content varies from term to term and from year to year. Students may reregister for this course, provided the course content has changed. Changes in content are indicated by the course topic following the HUMA 887 course title."
HUMA,891,"Comprehensive,Exam,Major Field","No description available"
HUMA,892,Comprehensive Examination Minor Field I (3 credits),"No description available"
HUMA,893,Comprehensive Examination Minor Field II (3 credits),"No description available"
HUMA,894,Thesis Proposal with Defence (6 credits),"No description available"
HUMA,895,Thesis (57 credits),"No description available"
JOUR,511,Introduction to Multimedia ," This course is an introduction to the use of technology across audio and visual news platforms, including audio, visual and digital equipment and software. Students learn the necessary professional, technical and aesthetic skills to produce editorially sound audio and visual stories."
JOUR,523,News and Feature Photography," This workshop course covers a range of journalistic topics – hard news, general news, features, arts, sports – to emphasize the thematic particularities of visual story-telling. The course requires students to consider and incorporate the narrative and representative dimensions of visual journalism through a variety of assignments."
JOUR,601 ,Approaches to Journalistic Thought ," This course  introduces students to a scholarly critique of journalism, both as a practice and as an institution. Students examine specific readings from an overlapping social, political and economic context to consider the role of journalists as cultural producers."
JOUR,603,Political Economy of Journalism," This course considers journalism through its organization as a cultural industry and critically evaluates journalism’s economic structures and the impact those structures have on journalism practice. Topics may include media economics, free-market theory, media ownership, the role of the government and the role of organized labour."
JOUR,604,Research Methods for Journalism ," This course examines a variety of research methods commonly used in the production and study of journalism, from both qualitative and quantitative perspectives. Emphasis is placed on primary sources, access to information requests, and electronic databases with a goal of helping students develop their own research practice."
JOUR,605,Digital Innovation in Journalism," This course offers lectures and workshops in digital innovation and web design, with a focus on design features related to journalism production and news platforms."
JOUR,610,International Journalism,"Prerequisite: JOUR 601 previously or concurrently.
 This course examines journalism as a cross-cultural and global practice, addressing such issues as media representation, multiculturalism, globalization and international news flows."
JOUR,620,Journalism Ethics and the Law,"Prerequisite: JOUR 601 previously or concurrently or permission of the program director.
 This course examines the journalist’s responsibility in terms of both ethics and the law. It introduces students to a representative cross-section of ethical theories and codes and takes an intensive look at the most common legal issues affecting the practice of journalism."
